Product Code,Product,Brand,Price,LLM_Context
8600A358,Laptop,iQOO,13.034.300 VNĐ,"Sản phẩm Laptop thương hiệu iQOO, mã sản phẩm 8600A358. Giá bán hiện tại là 13.034.300 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 4GB, Bộ nhớ trong 512GB, Ổ cứng SSD 2TB."
9E40F8E0,Laptop,HP,14.234.400 VNĐ,"Sản phẩm Laptop thương hiệu HP, mã sản phẩm 9E40F8E0. Giá bán hiện tại là 14.234.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 6GB, Bộ nhớ trong 512GB, Ổ cứng SSD 256GB."
021D46DB,Laptop,HP,18.930.800 VNĐ,"Sản phẩm Laptop thương hiệu HP, mã sản phẩm 021D46DB. Giá bán hiện tại là 18.930.800 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 9, Chip Ryzen 9, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD 256GB."
76F49E0D,Laptop,Realme,19.545.700 VNĐ,"Sản phẩm Laptop thương hiệu Realme, mã sản phẩm 76F49E0D. Giá bán hiện tại là 19.545.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 5, Chip Ryzen 5, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD 256GB."
45B07BC3,Mobile Phone,Realme,3.345.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Realme, mã sản phẩm 45B07BC3. Giá bán hiện tại là 3.345.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 8GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
CDD02DB5,Laptop,Asus,10.236.600 VNĐ,"Sản phẩm Laptop thương hiệu Asus, mã sản phẩm CDD02DB5. Giá bán hiện tại là 10.236.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core i9, Chip i9, RAM 8GB, Bộ nhớ trong 1TB, Ổ cứng SSD 256GB."
FCB7BB07,Laptop,Vivo,14.072.400 VNĐ,"Sản phẩm Laptop thương hiệu Vivo, mã sản phẩm FCB7BB07. Giá bán hiện tại là 14.072.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 4GB, Bộ nhớ trong 128GB, Ổ cứng SSD 2TB."
22614D22,Mobile Phone,Dell,13.965.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Dell, mã sản phẩm 22614D22. Giá bán hiện tại là 13.965.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
1D9E4720,Mobile Phone,iQOO,16.158.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu iQOO, mã sản phẩm 1D9E4720. Giá bán hiện tại là 16.158.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 32GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
E06199C3,Mobile Phone,Realme,11.162.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Realme, mã sản phẩm E06199C3. Giá bán hiện tại là 11.162.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 32GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
BD3BD135,Mobile Phone,Vivo,1.086.100 VNĐ,"Sản phẩm Mobile Phone thương hiệu Vivo, mã sản phẩm BD3BD135. Giá bán hiện tại là 1.086.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
2CB56ED9,Mobile Phone,Redmi,3.193.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Redmi, mã sản phẩm 2CB56ED9. Giá bán hiện tại là 3.193.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
11658A02,Laptop,OnePlus,3.920.900 VNĐ,"Sản phẩm Laptop thương hiệu OnePlus, mã sản phẩm 11658A02. Giá bán hiện tại là 3.920.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 3, Chip Ryzen 3, RAM 6GB, Bộ nhớ trong 1TB, Ổ cứng SSD 2TB."
1769C40B,Laptop,Motorola,5.861.400 VNĐ,"Sản phẩm Laptop thương hiệu Motorola, mã sản phẩm 1769C40B. Giá bán hiện tại là 5.861.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core i9, Chip i9, RAM 16GB, Bộ nhớ trong 256GB, Ổ cứng SSD 256GB."
4D2D64FA,Mobile Phone,Asus,7.032.700 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm 4D2D64FA. Giá bán hiện tại là 7.032.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 8GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
E0006220,Laptop,Microsoft,14.557.600 VNĐ,"Sản phẩm Laptop thương hiệu Microsoft, mã sản phẩm E0006220. Giá bán hiện tại là 14.557.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core i7, Chip i7, RAM 4GB, Bộ nhớ trong 128GB, Ổ cứng SSD 512GB."
A38BBF34,Mobile Phone,Oppo,9.871.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Oppo, mã sản phẩm A38BBF34. Giá bán hiện tại là 9.871.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 12GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
D0CDE115,Mobile Phone,Samsung,13.810.200 VNĐ,"Sản phẩm Mobile Phone thương hiệu Samsung, mã sản phẩm D0CDE115. Giá bán hiện tại là 13.810.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
9CCC9154,Laptop,Toshiba,10.882.400 VNĐ,"Sản phẩm Laptop thương hiệu Toshiba, mã sản phẩm 9CCC9154. Giá bán hiện tại là 10.882.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core i9, Chip i9, RAM 32GB, Bộ nhớ trong 128GB, Ổ cứng SSD 256GB."
74A1B156,Laptop,Redmi,7.621.100 VNĐ,"Sản phẩm Laptop thương hiệu Redmi, mã sản phẩm 74A1B156. Giá bán hiện tại là 7.621.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 7, Chip Ryzen 7, RAM 6GB, Bộ nhớ trong 256GB, Ổ cứng SSD 512GB."
463DAE18,Mobile Phone,Lenovo,4.129.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu Lenovo, mã sản phẩm 463DAE18. Giá bán hiện tại là 4.129.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
477407C9,Laptop,HP,2.222.600 VNĐ,"Sản phẩm Laptop thương hiệu HP, mã sản phẩm 477407C9. Giá bán hiện tại là 2.222.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 7, Chip Ryzen 7, RAM 8GB, Bộ nhớ trong 256GB, Ổ cứng SSD 1TB."
F42A9A30,Mobile Phone,Oppo,16.277.900 VNĐ,"Sản phẩm Mobile Phone thương hiệu Oppo, mã sản phẩm F42A9A30. Giá bán hiện tại là 16.277.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 12GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
F4FB339A,Mobile Phone,iQOO,13.080.900 VNĐ,"Sản phẩm Mobile Phone thương hiệu iQOO, mã sản phẩm F4FB339A. Giá bán hiện tại là 13.080.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 6GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
067E8BEF,Mobile Phone,Dell,3.211.700 VNĐ,"Sản phẩm Mobile Phone thương hiệu Dell, mã sản phẩm 067E8BEF. Giá bán hiện tại là 3.211.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 12GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
F094169C,Mobile Phone,Google,2.549.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Google, mã sản phẩm F094169C. Giá bán hiện tại là 2.549.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
79138CA8,Mobile Phone,Asus,18.084.300 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm 79138CA8. Giá bán hiện tại là 18.084.300 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Samsung Exynos, RAM 32GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
BB959224,Mobile Phone,Dell,1.227.700 VNĐ,"Sản phẩm Mobile Phone thương hiệu Dell, mã sản phẩm BB959224. Giá bán hiện tại là 1.227.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 4GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
ED2496D6,Laptop,Huawei,17.767.600 VNĐ,"Sản phẩm Laptop thương hiệu Huawei, mã sản phẩm ED2496D6. Giá bán hiện tại là 17.767.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 7, Chip Ryzen 7, RAM 6GB, Bộ nhớ trong 256GB, Ổ cứng SSD 512GB."
CF012EF4,Mobile Phone,Nokia,9.393.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Nokia, mã sản phẩm CF012EF4. Giá bán hiện tại là 9.393.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 16GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
16A4F8BA,Mobile Phone,Huawei,8.460.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu Huawei, mã sản phẩm 16A4F8BA. Giá bán hiện tại là 8.460.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 12GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
3B58B560,Laptop,Samsung,6.141.100 VNĐ,"Sản phẩm Laptop thương hiệu Samsung, mã sản phẩm 3B58B560. Giá bán hiện tại là 6.141.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 8GB, Bộ nhớ trong 128GB, Ổ cứng SSD 512GB."
A1FCA81D,Mobile Phone,Vivo,8.037.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Vivo, mã sản phẩm A1FCA81D. Giá bán hiện tại là 8.037.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 6GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
1930C36F,Mobile Phone,Dell,9.872.700 VNĐ,"Sản phẩm Mobile Phone thương hiệu Dell, mã sản phẩm 1930C36F. Giá bán hiện tại là 9.872.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 8GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
BFC5E446,Mobile Phone,Google,5.099.600 VNĐ,"Sản phẩm Mobile Phone thương hiệu Google, mã sản phẩm BFC5E446. Giá bán hiện tại là 5.099.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7 Gen, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
3E4F470A,Laptop,Sony,17.390.000 VNĐ,"Sản phẩm Laptop thương hiệu Sony, mã sản phẩm 3E4F470A. Giá bán hiện tại là 17.390.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 5, Chip Ryzen 5, RAM 6GB, Bộ nhớ trong 128GB, Ổ cứng SSD 256GB."
AADEC0FE,Laptop,Samsung,2.039.300 VNĐ,"Sản phẩm Laptop thương hiệu Samsung, mã sản phẩm AADEC0FE. Giá bán hiện tại là 2.039.300 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 7, Chip Ryzen 7, RAM 4GB, Bộ nhớ trong 256GB, Ổ cứng SSD 2TB."
7041C9C0,Mobile Phone,Redmi,15.913.100 VNĐ,"Sản phẩm Mobile Phone thương hiệu Redmi, mã sản phẩm 7041C9C0. Giá bán hiện tại là 15.913.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 16GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
770ACDDF,Mobile Phone,OnePlus,1.356.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu OnePlus, mã sản phẩm 770ACDDF. Giá bán hiện tại là 1.356.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
B2C6CE12,Mobile Phone,Asus,3.470.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm B2C6CE12. Giá bán hiện tại là 3.470.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 6GB, Bộ nhớ trong 256GB, Ổ cứng SSD nan."
D38932CF,Laptop,Redmi,16.331.600 VNĐ,"Sản phẩm Laptop thương hiệu Redmi, mã sản phẩm D38932CF. Giá bán hiện tại là 16.331.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 5, Chip Ryzen 5, RAM 32GB, Bộ nhớ trong 64GB, Ổ cứng SSD 256GB."
06827129,Mobile Phone,Asus,546.200 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm 06827129. Giá bán hiện tại là 546.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
F237ECB1,Mobile Phone,Sony,16.445.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Sony, mã sản phẩm F237ECB1. Giá bán hiện tại là 16.445.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 12GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
C6AFB5B0,Laptop,Motorola,11.682.400 VNĐ,"Sản phẩm Laptop thương hiệu Motorola, mã sản phẩm C6AFB5B0. Giá bán hiện tại là 11.682.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 9, Chip Ryzen 9, RAM 16GB, Bộ nhớ trong 512GB, Ổ cứng SSD 512GB."
5B675045,Mobile Phone,Lenovo,12.394.100 VNĐ,"Sản phẩm Mobile Phone thương hiệu Lenovo, mã sản phẩm 5B675045. Giá bán hiện tại là 12.394.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 6GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
E7291154,Mobile Phone,Acer,13.464.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Acer, mã sản phẩm E7291154. Giá bán hiện tại là 13.464.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7 Gen, RAM 8GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
3B668B42,Laptop,Apple,2.935.900 VNĐ,"Sản phẩm Laptop thương hiệu Apple, mã sản phẩm 3B668B42. Giá bán hiện tại là 2.935.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 9, Chip Ryzen 9, RAM 12GB, Bộ nhớ trong 64GB, Ổ cứng SSD 256GB."
FADD0480,Mobile Phone,Motorola,6.793.800 VNĐ,"Sản phẩm Mobile Phone thương hiệu Motorola, mã sản phẩm FADD0480. Giá bán hiện tại là 6.793.800 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 12GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
5E8F5029,Mobile Phone,OnePlus,14.955.200 VNĐ,"Sản phẩm Mobile Phone thương hiệu OnePlus, mã sản phẩm 5E8F5029. Giá bán hiện tại là 14.955.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7 Gen, RAM 16GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
9E02C63C,Mobile Phone,Google,10.252.600 VNĐ,"Sản phẩm Mobile Phone thương hiệu Google, mã sản phẩm 9E02C63C. Giá bán hiện tại là 10.252.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 8GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
ACAE985C,Mobile Phone,Toshiba,13.109.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu Toshiba, mã sản phẩm ACAE985C. Giá bán hiện tại là 13.109.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Samsung Exynos, RAM 8GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
8A4F36AF,Laptop,OnePlus,14.028.300 VNĐ,"Sản phẩm Laptop thương hiệu OnePlus, mã sản phẩm 8A4F36AF. Giá bán hiện tại là 14.028.300 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 5, Chip Ryzen 5, RAM 4GB, Bộ nhớ trong 512GB, Ổ cứng SSD 1TB."
E9F563B7,Laptop,Acer,4.159.100 VNĐ,"Sản phẩm Laptop thương hiệu Acer, mã sản phẩm E9F563B7. Giá bán hiện tại là 4.159.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core i7, Chip i7, RAM 4GB, Bộ nhớ trong 1TB, Ổ cứng SSD 1TB."
BAE1DF95,Mobile Phone,Asus,14.604.100 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm BAE1DF95. Giá bán hiện tại là 14.604.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 6GB, Bộ nhớ trong 256GB, Ổ cứng SSD nan."
1B767770,Mobile Phone,Redmi,11.931.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Redmi, mã sản phẩm 1B767770. Giá bán hiện tại là 11.931.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 32GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
605B90EA,Laptop,Google,5.223.900 VNĐ,"Sản phẩm Laptop thương hiệu Google, mã sản phẩm 605B90EA. Giá bán hiện tại là 5.223.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD 256GB."
549F7CC8,Mobile Phone,Redmi,1.701.000 VNĐ,"Sản phẩm Mobile Phone thương hiệu Redmi, mã sản phẩm 549F7CC8. Giá bán hiện tại là 1.701.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Samsung Exynos, RAM 6GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
46573BF4,Laptop,Microsoft,9.033.200 VNĐ,"Sản phẩm Laptop thương hiệu Microsoft, mã sản phẩm 46573BF4. Giá bán hiện tại là 9.033.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core i9, Chip i9, RAM 12GB, Bộ nhớ trong 1TB, Ổ cứng SSD 1TB."
8103A975,Mobile Phone,Microsoft,16.476.700 VNĐ,"Sản phẩm Mobile Phone thương hiệu Microsoft, mã sản phẩm 8103A975. Giá bán hiện tại là 16.476.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
27BDD9B4,Mobile Phone,Acer,2.043.600 VNĐ,"Sản phẩm Mobile Phone thương hiệu Acer, mã sản phẩm 27BDD9B4. Giá bán hiện tại là 2.043.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 4GB, Bộ nhớ trong 64GB, Ổ cứng SSD nan."
9FC7040C,Laptop,Redmi,10.437.100 VNĐ,"Sản phẩm Laptop thương hiệu Redmi, mã sản phẩm 9FC7040C. Giá bán hiện tại là 10.437.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 9, Chip Ryzen 9, RAM 8GB, Bộ nhớ trong 256GB, Ổ cứng SSD 256GB."
A0A5335E,Mobile Phone,Huawei,16.861.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu Huawei, mã sản phẩm A0A5335E. Giá bán hiện tại là 16.861.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Apple A-Series, RAM 4GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
21CD28E9,Laptop,Motorola,15.252.500 VNĐ,"Sản phẩm Laptop thương hiệu Motorola, mã sản phẩm 21CD28E9. Giá bán hiện tại là 15.252.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core i7, Chip i7, RAM 32GB, Bộ nhớ trong 256GB, Ổ cứng SSD 1TB."
805D365F,Mobile Phone,iQOO,13.002.500 VNĐ,"Sản phẩm Mobile Phone thương hiệu iQOO, mã sản phẩm 805D365F. Giá bán hiện tại là 13.002.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 6GB, Bộ nhớ trong 128GB, Ổ cứng SSD nan."
25E60AA8,Laptop,Dell,650.200 VNĐ,"Sản phẩm Laptop thương hiệu Dell, mã sản phẩm 25E60AA8. Giá bán hiện tại là 650.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 5, Chip Ryzen 5, RAM 32GB, Bộ nhớ trong 512GB, Ổ cứng SSD 1TB."
F6510B7B,Mobile Phone,Vivo,13.244.200 VNĐ,"Sản phẩm Mobile Phone thương hiệu Vivo, mã sản phẩm F6510B7B. Giá bán hiện tại là 13.244.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7 Gen, RAM 4GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
38A89482,Mobile Phone,Huawei,5.725.100 VNĐ,"Sản phẩm Mobile Phone thương hiệu Huawei, mã sản phẩm 38A89482. Giá bán hiện tại là 5.725.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 8GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
E2B486A0,Mobile Phone,Acer,16.582.800 VNĐ,"Sản phẩm Mobile Phone thương hiệu Acer, mã sản phẩm E2B486A0. Giá bán hiện tại là 16.582.800 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Samsung Exynos, RAM 6GB, Bộ nhớ trong 256GB, Ổ cứng SSD nan."
D015E803,Mobile Phone,HP,1.635.900 VNĐ,"Sản phẩm Mobile Phone thương hiệu HP, mã sản phẩm D015E803. Giá bán hiện tại là 1.635.900 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 12GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
E989F79D,Mobile Phone,Oppo,1.797.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Oppo, mã sản phẩm E989F79D. Giá bán hiện tại là 1.797.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 7s, RAM 16GB, Bộ nhớ trong 256GB, Ổ cứng SSD nan."
94F921EA,Mobile Phone,Microsoft,11.990.400 VNĐ,"Sản phẩm Mobile Phone thương hiệu Microsoft, mã sản phẩm 94F921EA. Giá bán hiện tại là 11.990.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Helio, RAM 4GB, Bộ nhớ trong 512GB, Ổ cứng SSD nan."
EB486224,Laptop,Lenovo,9.300.600 VNĐ,"Sản phẩm Laptop thương hiệu Lenovo, mã sản phẩm EB486224. Giá bán hiện tại là 9.300.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core i3, Chip i3, RAM 32GB, Bộ nhớ trong 256GB, Ổ cứng SSD 512GB."
0B1ADC10,Mobile Phone,Asus,14.247.800 VNĐ,"Sản phẩm Mobile Phone thương hiệu Asus, mã sản phẩm 0B1ADC10. Giá bán hiện tại là 14.247.800 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip Snapdragon 8 Gen, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD nan."
F199D4FD,Laptop,Realme,16.816.700 VNĐ,"Sản phẩm Laptop thương hiệu Realme, mã sản phẩm F199D4FD. Giá bán hiện tại là 16.816.700 VNĐ. Cấu hình kỹ thuật bao gồm: Core i7, Chip i7, RAM 6GB, Bộ nhớ trong 512GB, Ổ cứng SSD 1TB."
E2238879,Laptop,Asus,17.233.400 VNĐ,"Sản phẩm Laptop thương hiệu Asus, mã sản phẩm E2238879. Giá bán hiện tại là 17.233.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 12GB, Bộ nhớ trong 256GB, Ổ cứng SSD 1TB."
CA849E4D,Laptop,Samsung,1.932.400 VNĐ,"Sản phẩm Laptop thương hiệu Samsung, mã sản phẩm CA849E4D. Giá bán hiện tại là 1.932.400 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 3, Chip Ryzen 3, RAM 12GB, Bộ nhớ trong 128GB, Ổ cứng SSD 2TB."
5D9292AA,Laptop,iQOO,3.112.100 VNĐ,"Sản phẩm Laptop thương hiệu iQOO, mã sản phẩm 5D9292AA. Giá bán hiện tại là 3.112.100 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 7, Chip Ryzen 7, RAM 16GB, Bộ nhớ trong 64GB, Ổ cứng SSD 512GB."
12914114,Laptop,Motorola,19.299.000 VNĐ,"Sản phẩm Laptop thương hiệu Motorola, mã sản phẩm 12914114. Giá bán hiện tại là 19.299.000 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 16GB, Bộ nhớ trong 1TB, Ổ cứng SSD 256GB."
7B6BAE0D,Laptop,Asus,11.991.600 VNĐ,"Sản phẩm Laptop thương hiệu Asus, mã sản phẩm 7B6BAE0D. Giá bán hiện tại là 11.991.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core i3, Chip i3, RAM 16GB, Bộ nhớ trong 256GB, Ổ cứng SSD 2TB."
55B639BF,Laptop,Oppo,5.503.200 VNĐ,"Sản phẩm Laptop thương hiệu Oppo, mã sản phẩm 55B639BF. Giá bán hiện tại là 5.503.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core i9, Chip i9, RAM 12GB, Bộ nhớ trong 512GB, Ổ cứng SSD 2TB."
CFC4AA16,Laptop,Realme,10.872.500 VNĐ,"Sản phẩm Laptop thương hiệu Realme, mã sản phẩm CFC4AA16. Giá bán hiện tại là 10.872.500 VNĐ. Cấu hình kỹ thuật bao gồm: Core i5, Chip i5, RAM 16GB, Bộ nhớ trong 64GB, Ổ cứng SSD 512GB."
511EDB40,Mobile Phone,HP,14.750.200 VNĐ,"Sản phẩm Mobile Phone thương hiệu HP, mã sản phẩm 511EDB40. Giá bán hiện tại là 14.750.200 VNĐ. Cấu hình kỹ thuật bao gồm: Core nan, Chip MediaTek Dimensity, RAM 4GB, Bộ nhớ trong 256GB, Ổ cứng SSD nan."
173D4FE3,Laptop,Dell,14.790.600 VNĐ,"Sản phẩm Laptop thương hiệu Dell, mã sản phẩm 173D4FE3. Giá bán hiện tại là 14.790.600 VNĐ. Cấu hình kỹ thuật bao gồm: Core Ryzen 3, Chip Ryzen 3, RAM 8GB, Bộ nhớ trong 64GB, Ổ cứng SSD 256GB."
